region,station_name,Promotion Price,promo_statId,promo_chgerId,type,speed(kwh),address,location_detail,lati,longi,First_floor,is_fast,parking_free,only_taxi,,,,,,,,,,,
경남,웅상체육공원,280,HM810047,02,초급속,100,경상남도 양산시 배움터길 60-19,옥외주차장,35.3777871000,129.1433934000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,웅상체육공원,280,HM810047,01,초급속,100,경상남도 양산시 배움터길 60-19,옥외주차장,35.3777871000,129.1433934000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,웅상문화체육센터,280,HM810050,02,초급속,100,경상남도 양산시 모래들길 57-57,옥내주차장,35.3960350000,129.1556220000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,웅상문화체육센터,280,HM810050,01,초급속,100,경상남도 양산시 모래들길 57-57,옥내주차장,35.3960350000,129.1556220000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,남양산역 공영주차장,299,HM810051,02,초급속,100,경상남도 양산시 물금읍 메기로 380,,35.3249127000,129.0193360000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
경남,남양산역 공영주차장,299,HM810051,01,초급속,100,경상남도 양산시 물금읍 메기로 380,,35.3249127000,129.0193360000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
경남,혁신지원센터,280,HM810056,02,초급속,100,경상남도 양산시 유산동 227-1,옥외주차장,35.3607963000,129.0329424000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,혁신지원센터,280,HM810056,01,초급속,100,경상남도 양산시 유산동 227-1,옥외주차장,35.3607963000,129.0329424000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,하북체육공원 1구장 주차장,253,HM810057,02,초급속,100,경상남도 양산시 하북면 예인길 26,입구측주차장,35.4808968000,129.0791045000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,하북체육공원 1구장 주차장,253,HM810057,01,초급속,100,경상남도 양산시 하북면 예인길 26,입구측주차장,35.4808968000,129.0791045000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,서창운동장,280,HM810058,02,초급속,100,경상남도 양산시 삼호동 산34-7,옥외주차장,35.4114410000,129.1816960000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,서창운동장,280,HM810058,01,초급속,100,경상남도 양산시 삼호동 산34-7,옥외주차장,35.4114410000,129.1816960000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,부산대 양산캠퍼스역 주차장,299,HM810067,02,급속,100,경상남도 양산시 물금읍 범어리 2806 부산대양산캠퍼스역,,35.3160821000,129.0132008000,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,
경남,부산대 양산캠퍼스역 주차장,299,HM810067,01,급속,100,경상남도 양산시 물금읍 범어리 2806 부산대양산캠퍼스역,,35.3160821000,129.0132008000,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,
경남,대운산생태숲,299,HM810069,02,초급속,100,경상남도 양산시 탑골길 230,옥외주차장,35.4156667000,129.2046821000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,대운산생태숲,299,HM810069,01,초급속,100,경상남도 양산시 탑골길 230,옥외주차장,35.4156667000,129.2046821000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,웅상출장소,299,HM810075,02,초급속,200,경상남도 양산시 진등길 40,옥외주차장,35.3951066000,129.1554577000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,웅상출장소,299,HM810075,01,초급속,200,경상남도 양산시 진등길 40,옥외주차장,35.3951066000,129.1554577000,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,
경남,가야대학교,253,HM810078,01,급속,50,경상남도 김해시 삼계로 208,대강당 앞 주차장,35.2733583000,128.8711739000,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
경남,경상남도 남해소방서,280,HM810086,02,초급속,100,경상남도 남해군 남해읍 스포츠로 81,,34.8294342000,127.8928520000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
경남,경상남도 남해소방서,280,HM810086,01,초급속,100,경상남도 남해군 남해읍 스포츠로 81,,34.8294342000,127.8928520000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
경남,창원엠포리움빌딩 급속,299,HM000117,02,초급속,100,경상남도 창원시 성산구 중앙대로100번길 13,지하2층 B02기둥,35.2228599000,128.6812350000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,창원엠포리움빌딩 급속,299,HM000117,01,초급속,100,경상남도 창원시 성산구 중앙대로100번길 13,지하2층 B02기둥,35.2228599000,128.6812350000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,거제휴게소,299,HM001053,04,초급속,100,경상남도 거제시 장목면 거가대로 1068,,34.9733370250,128.6928680700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,거제휴게소,299,HM001053,03,초급속,100,경상남도 거제시 장목면 거가대로 1068,,34.9733370250,128.6928680700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,거제휴게소,299,HM001053,02,초급속,100,경상남도 거제시 장목면 거가대로 1068,,34.9733370250,128.6928680700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,거제휴게소,299,HM001053,01,초급속,100,경상남도 거제시 장목면 거가대로 1068,,34.9733370250,128.6928680700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,증산역 공영주차장,299,HM810045,02,급속,100,경상남도 양산시 물금읍 증산리 1830,,35.3069810000,129.0094590000,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,
경남,증산역 공영주차장,299,HM810045,01,급속,100,경상남도 양산시 물금읍 증산리 1830,,35.3069810000,129.0094590000,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,
경남,양산시 수질정화공원 2주차장,299,HM810048,02,초급속,100,경상남도 양산시 동면 강변로 54,,35.3052780000,129.0234970000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,양산시 수질정화공원 2주차장,299,HM810048,01,초급속,100,경상남도 양산시 동면 강변로 54,,35.3052780000,129.0234970000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,하북정 공영주차장,299,HM810049,02,초급속,100,경상남도 양산시 북정동 671,옥외주차장,35.3585395000,129.0481076000,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,하북정 공영주차장,299,HM810049,01,초급속,100,경상남도 양산시 북정동 671,옥외주차장,35.3585395000,129.0481076000,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,양산복합문화학습관,299,HM810053,02,초급속,100,경상남도 양산시 동면 금산리 1145,옥외주차장,35.3038380000,129.0195670000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,양산복합문화학습관,299,HM810053,01,초급속,100,경상남도 양산시 동면 금산리 1145,옥외주차장,35.3038380000,129.0195670000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,황산마을 공영주차장,299,HM810054,04,초급속,100,경상남도 양산시 물금읍 범어리 2679-1,옥내주차장,35.3308520000,129.0103587000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,황산마을 공영주차장,299,HM810054,03,초급속,100,경상남도 양산시 물금읍 범어리 2679-1,옥내주차장,35.3308520000,129.0103587000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,황산마을 공영주차장,299,HM810054,02,초급속,100,경상남도 양산시 물금읍 범어리 2679-1,옥내주차장,35.3308520000,129.0103587000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,황산마을 공영주차장,299,HM810054,01,초급속,100,경상남도 양산시 물금읍 범어리 2679-1,옥내주차장,35.3308520000,129.0103587000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,북부동 제1공영주차장,299,HM810065,02,초급속,100,경상남도 양산시 북부동 416-3,옥외주차장,35.3447844000,129.0389248000,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,북부동 제1공영주차장,299,HM810065,01,초급속,100,경상남도 양산시 북부동 416-3,옥외주차장,35.3447844000,129.0389248000,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,
경남,사송역환승센터,299,HM810066,04,초급속,100,경상남도 양산시 동면 첨단사송2로 9,,35.3041440000,129.0792460000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,사송역환승센터,299,HM810066,03,초급속,100,경상남도 양산시 동면 첨단사송2로 9,,35.3041440000,129.0792460000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,사송역환승센터,299,HM810066,02,초급속,100,경상남도 양산시 동면 첨단사송2로 9,,35.3041440000,129.0792460000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
경남,사송역환승센터,299,HM810066,01,초급속,100,경상남도 양산시 동면 첨단사송2로 9,,35.3041440000,129.0792460000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,부산은행 본점,253,HM000052,02,초급속,100,부산광역시 남구 문현금융로 30,지하2층 F09기둥,35.1455018000,129.0658235000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산은행 본점,253,HM000052,01,초급속,100,부산광역시 남구 문현금융로 30,지하2층 F09기둥,35.1455018000,129.0658235000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,가덕휴게소,299,HM001052,04,초급속,100,부산광역시 강서구 거가대로 2571,주차장,35.0228426720,128.8078706500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,가덕휴게소,299,HM001052,03,초급속,100,부산광역시 강서구 거가대로 2571,주차장,35.0228426720,128.8078706500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,가덕휴게소,299,HM001052,02,초급속,100,부산광역시 강서구 거가대로 2571,주차장,35.0228426720,128.8078706500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,가덕휴게소,299,HM001052,01,초급속,100,부산광역시 강서구 거가대로 2571,주차장,35.0228426720,128.8078706500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 용두산공원공영주차장,299,HM001305,02,초급속,100,부산광역시 중구 대청로 120,,35.1026187300,129.0329934500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 용두산공원공영주차장,299,HM001305,01,초급속,100,부산광역시 중구 대청로 120,,35.1026187300,129.0329934500,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 자갈치공영주차장,299,HM001306,02,초급속,100,부산광역시 중구 구덕로 93,,35.0964384750,129.0260078700,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 자갈치공영주차장,299,HM001306,01,초급속,100,부산광역시 중구 구덕로 93,,35.0964384750,129.0260078700,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 대청공원공영주차장,253,HM001307,02,초급속,100,부산광역시 중구 망양로 333,,35.1075235600,129.0296274400,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,중구청 대청공원공영주차장,253,HM001307,01,초급속,100,부산광역시 중구 망양로 333,,35.1075235600,129.0296274400,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,한국해양과학기술원,253,HM001481,02,초급속,100,부산광역시 영도구 해양로 385,"지상 본관동 야외주차장, 제1~8연구동 야외주차장",35.0760441780,129.0784123900,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,한국해양과학기술원,253,HM001481,01,초급속,100,부산광역시 영도구 해양로 385,"지상 본관동 야외주차장, 제1~8연구동 야외주차장",35.0760441780,129.0784123900,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산과학기술대학교,253,HM001522,10,초급속,100,부산광역시 북구 시랑로132번길 88,학생복지센터 옆 1층 주차장,35.1941945000,129.0053031000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산과학기술대학교,253,HM001522,09,초급속,100,부산광역시 북구 시랑로132번길 88,학생복지센터 옆 1층 주차장,35.1941945000,129.0053031000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,삼신전문장례식장,253,HM001530,04,초급속,100,부산광역시 사상구 대동로 261,장례식장 주차건물 옥상,35.1508774520,128.9851741000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,삼신전문장례식장,253,HM001530,03,초급속,100,부산광역시 사상구 대동로 261,장례식장 주차건물 옥상,35.1508774520,128.9851741000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산광역시 인재개발원,299,HM001778,10,초급속,100,부산광역시 북구 효열로 256,옥외주차장,35.2675637000,129.0224962000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산광역시 인재개발원,299,HM001778,09,초급속,100,부산광역시 북구 효열로 256,옥외주차장,35.2675637000,129.0224962000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,힐탑프리미엄아울렛,253,HM001784,06,초급속,100,부산광역시 기장군 장안읍 정관로 1142,지상 3층 주차장,35.3211189000,129.2355229000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,힐탑프리미엄아울렛,253,HM001784,05,초급속,100,부산광역시 기장군 장안읍 정관로 1142,지상 3층 주차장,35.3211189000,129.2355229000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산외국어대학교,253,HM800134,02,초급속,100,부산광역시 금정구 금샘로485번길 65,"D동,I동 옥외주차장",35.2680686600,129.0787274600,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산외국어대학교,253,HM800134,01,초급속,100,부산광역시 금정구 금샘로485번길 65,"D동,I동 옥외주차장",35.2680686600,129.0787274600,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,영락공원,299,HM810113,02,초급속,100,부산광역시 금정구 금정도서관로 108,,35.2737223260,129.1042093600,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,영락공원,299,HM810113,01,초급속,100,부산광역시 금정구 금정도서관로 108,,35.2737223260,129.1042093600,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,06,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,05,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,04,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,03,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,02,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산 W 스퀘어,299,HM000051,01,초급속,100,부산광역시 남구 분포로 145,"지하2층 G08,G09,G10,G11기둥",35.1334210000,129.1133170000,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,
부산,부산진세무서,299,HM001310,02,초급속,100,부산광역시 동구 진성로 23,지상 입구 좌측,35.1304284000,129.0467389000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,부산진세무서,299,HM001310,01,초급속,100,부산광역시 동구 진성로 23,지상 입구 좌측,35.1304284000,129.0467389000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,북부산세무서,299,HM001401,02,초급속,100,부산광역시 사상구 학감대로 263,지상1층 건물 본관 좌측 외부주차장,35.1546587920,128.9902750500,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,북부산세무서,299,HM001401,01,초급속,100,부산광역시 사상구 학감대로 263,지상1층 건물 본관 좌측 외부주차장,35.1546587920,128.9902750500,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,빌라쥬 드 아난티,299,HM001675,16,초급속,100,부산광역시 기장군 기장읍 기장해안로 267-17,,35.1997910700,129.2220298200,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,빌라쥬 드 아난티,299,HM001675,15,초급속,100,부산광역시 기장군 기장읍 기장해안로 267-17,,35.1997910700,129.2220298200,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,빌라쥬 드 아난티,299,HM001675,10,초급속,100,부산광역시 기장군 기장읍 기장해안로 267-17,,35.1997910700,129.2220298200,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,빌라쥬 드 아난티,299,HM001675,09,초급속,100,부산광역시 기장군 기장읍 기장해안로 267-17,,35.1997910700,129.2220298200,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,이케아 동부산점 고객용,299,HM810091,04,초급속,100,부산광역시 기장군 기장읍 동부산관광3로 17,"P1_A1 기둥, P1_출구 좌측, P2_ B28 기둥",35.1902849000,129.2102711000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,이케아 동부산점 고객용,299,HM810091,03,초급속,100,부산광역시 기장군 기장읍 동부산관광3로 17,"P1_A1 기둥, P1_출구 좌측, P2_ B28 기둥",35.1902849000,129.2102711000,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,이케아 동부산점 고객용,299,HM810091,02,초급속,100,부산광역시 기장군 기장읍 동부산관광3로 17,"P1_A1 기둥, P1_출구 좌측, P2_ B28 기둥",35.1902849000,129.2102711000,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,이케아 동부산점 고객용,299,HM810091,01,초급속,100,부산광역시 기장군 기장읍 동부산관광3로 17,"P1_A1 기둥, P1_출구 좌측, P2_ B28 기둥",35.1902849000,129.2102711000,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,아난티 앳 부산코브 (기장힐튼),299,HM810095,02,초급속,100,부산광역시 기장군 기장읍 기장해안로 268-32,,35.1981930580,129.2285838800,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,아난티 앳 부산코브 (기장힐튼),299,HM810095,01,초급속,100,부산광역시 기장군 기장읍 기장해안로 268-32,,35.1981930580,129.2285838800,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
부산,해운대L7호텔,299,HM810097,01,급속,50,부산광역시 해운대구 해운대해변로265번길 9-15,지하2층 주차장,35.1604497380,129.1600382800,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
울산,울산과학기술원(UNIST)-114,253,HM001137,02,초급속,100,울산광역시 울주군 언양읍 유니스트길 50,지상 114동,35.5749750000,129.1883150000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산과학기술원(UNIST)-114,253,HM001137,01,초급속,100,울산광역시 울주군 언양읍 유니스트길 50,지상 114동,35.5749750000,129.1883150000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(남문주차장),253,HM001144,04,초급속,100,울산광역시 남구 대공원로 94,,35.5273030000,129.2835940000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(남문주차장),253,HM001144,03,초급속,100,울산광역시 남구 대공원로 94,,35.5273030000,129.2835940000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(남문주차장),253,HM001144,02,초급속,100,울산광역시 남구 대공원로 94,,35.5273030000,129.2835940000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(남문주차장),253,HM001144,01,초급속,100,울산광역시 남구 대공원로 94,,35.5273030000,129.2835940000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(정문주차장),299,HM001145,04,초급속,100,울산광역시 남구 대공원로 94,,35.5324450000,129.2918780000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(정문주차장),299,HM001145,03,초급속,100,울산광역시 남구 대공원로 94,,35.5324450000,129.2918780000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(정문주차장),299,HM001145,02,초급속,100,울산광역시 남구 대공원로 94,,35.5324450000,129.2918780000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대공원(정문주차장),299,HM001145,01,초급속,100,울산광역시 남구 대공원로 94,,35.5324450000,129.2918780000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,남구 국민체육센터,299,HM001167,02,초급속,100,울산광역시 남구 여천로 38,지상 옥외 남구 국민체육센터 입간판 옆,35.5232720000,129.3377020000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,남구 국민체육센터,299,HM001167,01,초급속,100,울산광역시 남구 여천로 38,지상 옥외 남구 국민체육센터 입간판 옆,35.5232720000,129.3377020000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,서부동공영주차장,280,HM001169,06,급속,50,울산광역시 동구 서부로 40,,35.5270276000,129.4293465000,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,
울산,울산광역시 북구청,299,HM001170,02,초급속,100,울산광역시 북구 산업로 1010,출입구 왼쪽,35.5827074000,129.3612536000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산광역시 북구청,299,HM001170,01,초급속,100,울산광역시 북구 산업로 1010,출입구 왼쪽,35.5827074000,129.3612536000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대학교(학생회관),253,HM001171,02,초급속,100,울산광역시 남구 대학로 93,우편취급국 앞,35.5450050000,129.2584670000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대학교(학생회관),253,HM001171,01,초급속,100,울산광역시 남구 대학로 93,우편취급국 앞,35.5450050000,129.2584670000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대학교(사회과학관),253,HM001172,02,초급속,100,울산광역시 남구 대학로 93,지상 입구 정면 화단,35.5417640000,129.2584980000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산대학교(사회과학관),253,HM001172,01,초급속,100,울산광역시 남구 대학로 93,지상 입구 정면 화단,35.5417640000,129.2584980000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,시립문수궁도장,299,HM001181,02,초급속,100,울산광역시 남구 남부순환도로 555,,35.5203848500,129.3010396000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,시립문수궁도장,299,HM001181,01,초급속,100,울산광역시 남구 남부순환도로 555,,35.5203848500,129.3010396000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산병원앞 공영주차장,299,HM001197,02,초급속,100,울산광역시 남구 신정로148번길 47,,35.5463518400,129.3238097200,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산병원앞 공영주차장,299,HM001197,01,초급속,100,울산광역시 남구 신정로148번길 47,,35.5463518400,129.3238097200,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,문화의거리 공영주차장,280,HM001219,02,초급속,100,울산광역시 중구 중앙길 165,,35.5565583000,129.3223694000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,문화의거리 공영주차장,280,HM001219,01,초급속,100,울산광역시 중구 중앙길 165,,35.5565583000,129.3223694000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,반구공영주차장,280,HM001220,02,초급속,100,울산광역시 중구 반구정14길 13,지상2층 왼쪽 안쪽,35.5583852360,129.3434173200,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,반구공영주차장,280,HM001220,01,초급속,100,울산광역시 중구 반구정14길 13,지상2층 왼쪽 안쪽,35.5583852360,129.3434173200,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,문수국제양궁장,299,HM001329,02,초급속,100,울산광역시 남구 남부순환도로 209,지상 옥외 주차장 입구 정면 끝,35.5317896900,129.2687862000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,문수국제양궁장,299,HM001329,01,초급속,100,울산광역시 남구 남부순환도로 209,지상 옥외 주차장 입구 정면 끝,35.5317896900,129.2687862000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,야음테니스장,299,HM001330,02,초급속,100,울산광역시 남구 화합로31번길 66,지상 옥외 입구 좌측,35.5275480300,129.3367810000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,야음테니스장,299,HM001330,01,초급속,100,울산광역시 남구 화합로31번길 66,지상 옥외 입구 좌측,35.5275480300,129.3367810000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,양정수양버들공영주차장,280,HM001440,02,초급속,100,울산광역시 북구 양정동 542-9,입구 좌측,35.5421412000,129.3869777000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,양정수양버들공영주차장,280,HM001440,01,초급속,100,울산광역시 북구 양정동 542-9,입구 좌측,35.5421412000,129.3869777000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,주식회사디아너스(파크애비뉴),253,HM110037,02,초급속,100,울산광역시 남구 선암동 729,지하1층주차장,35.5158476000,129.3117656000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,주식회사디아너스(파크애비뉴),253,HM110037,01,초급속,100,울산광역시 남구 선암동 729,지하1층주차장,35.5158476000,129.3117656000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산안전체험관,280,HM700025,02,초급속,100,울산광역시 북구 정자동 479-1 울산안전체험관,옥외주차장,35.6183980000,129.4412279000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산안전체험관,280,HM700025,01,초급속,100,울산광역시 북구 정자동 479-1 울산안전체험관,옥외주차장,35.6183980000,129.4412279000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산지방검찰청,253,HM700027,02,초급속,100,울산광역시 남구 법대로 45,옥외주차장,35.5391415000,129.2841403000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산지방검찰청,253,HM700027,01,초급속,100,울산광역시 남구 법대로 45,옥외주차장,35.5391415000,129.2841403000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,두서화랑체육공원,299,HM700034,02,초급속,100,울산광역시 울주군 두서면 서하천전로 76,옥외주차장,35.6288049000,129.1611527000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,두서화랑체육공원,299,HM700034,01,초급속,100,울산광역시 울주군 두서면 서하천전로 76,옥외주차장,35.6288049000,129.1611527000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산도서관,299,HM700045,02,초급속,100,울산광역시 남구 여천동 1456,옥외주차장 대형캐노피 아래,35.5326672000,129.3454894000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산도서관,299,HM700045,01,초급속,100,울산광역시 남구 여천동 1456,옥외주차장 대형캐노피 아래,35.5326672000,129.3454894000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산 반려동물 문화센터 애니언파크,280,HM700047,02,초급속,100,울산광역시 북구 호계매곡6로 108,옥외주차장,35.6344185000,129.3668293000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,울산 반려동물 문화센터 애니언파크,280,HM700047,01,초급속,100,울산광역시 북구 호계매곡6로 108,옥외주차장,35.6344185000,129.3668293000,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
울산,서울산보람병원,299,HM700054,02,초급속,100,울산광역시 울주군 삼남읍 교동리 1569-1,옥외주차장,35.5602381000,129.1214382000,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
